1	BDDS	7	2026-01	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
2	BDDS	7	2026-02	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
3	BDDS	7	2026-03	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
4	BDDS	7	2026-04	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
5	BDDS	7	2026-05	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
6	BDDS	7	2026-06	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
7	BDDS	7	2026-07	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
8	BDDS	7	2026-08	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
9	BDDS	7	2026-09	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
10	BDDS	7	2026-10	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
11	BDDS	7	2026-11	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
12	BDDS	7	2026-12	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
13	BDDS	8	2026-01	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
14	BDDS	8	2026-02	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
15	BDDS	8	2026-03	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
16	BDDS	8	2026-04	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
17	BDDS	8	2026-05	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
18	BDDS	8	2026-06	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
19	BDDS	8	2026-07	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
20	BDDS	8	2026-08	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
21	BDDS	8	2026-09	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
22	BDDS	8	2026-10	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
23	BDDS	8	2026-11	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
24	BDDS	8	2026-12	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
25	BDDS	9	2026-01	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
26	BDDS	9	2026-02	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
27	BDDS	9	2026-03	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
28	BDDS	9	2026-04	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
29	BDDS	9	2026-05	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
30	BDDS	9	2026-06	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
31	BDDS	9	2026-07	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
32	BDDS	9	2026-08	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
33	BDDS	9	2026-09	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
34	BDDS	9	2026-10	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
35	BDDS	9	2026-11	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
36	BDDS	9	2026-12	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
37	BDDS	10	2026-01	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
38	BDDS	10	2026-02	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
39	BDDS	10	2026-03	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
40	BDDS	10	2026-04	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
41	BDDS	10	2026-05	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
42	BDDS	10	2026-06	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
43	BDDS	10	2026-07	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
44	BDDS	10	2026-08	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
45	BDDS	10	2026-09	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
46	BDDS	10	2026-10	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
47	BDDS	10	2026-11	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
48	BDDS	10	2026-12	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
49	BDDS	11	2026-01	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
50	BDDS	11	2026-02	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
51	BDDS	11	2026-03	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
52	BDDS	11	2026-04	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
53	BDDS	11	2026-05	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
54	BDDS	11	2026-06	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
55	BDDS	11	2026-07	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
56	BDDS	11	2026-08	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
57	BDDS	11	2026-09	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
58	BDDS	11	2026-10	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
59	BDDS	11	2026-11	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
60	BDDS	11	2026-12	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
61	BDDS	12	2026-01	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
62	BDDS	12	2026-02	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
63	BDDS	12	2026-03	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
64	BDDS	12	2026-04	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
65	BDDS	12	2026-05	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
66	BDDS	12	2026-06	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
67	BDDS	12	2026-07	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
68	BDDS	12	2026-08	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
69	BDDS	12	2026-09	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
70	BDDS	12	2026-10	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
71	BDDS	12	2026-11	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
72	BDDS	12	2026-12	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
73	BDR	1	2026-01	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
74	BDR	1	2026-02	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
75	BDR	1	2026-03	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
76	BDR	1	2026-04	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
77	BDR	1	2026-05	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
78	BDR	1	2026-06	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
79	BDR	1	2026-07	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
80	BDR	1	2026-08	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
81	BDR	1	2026-09	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
82	BDR	1	2026-10	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
83	BDR	1	2026-11	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
84	BDR	1	2026-12	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
85	BDR	2	2026-01	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
86	BDR	2	2026-02	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
87	BDR	2	2026-03	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
88	BDR	2	2026-04	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
89	BDR	2	2026-05	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
90	BDR	2	2026-06	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
91	BDR	2	2026-07	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
92	BDR	2	2026-08	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
93	BDR	2	2026-09	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
94	BDR	2	2026-10	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
95	BDR	2	2026-11	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
96	BDR	2	2026-12	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
97	BDR	3	2026-01	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
98	BDR	3	2026-02	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
99	BDR	3	2026-03	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
100	BDR	3	2026-04	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
101	BDR	3	2026-05	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
102	BDR	3	2026-06	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
103	BDR	3	2026-07	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
104	BDR	3	2026-08	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
105	BDR	3	2026-09	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
106	BDR	3	2026-10	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
107	BDR	3	2026-11	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
108	BDR	3	2026-12	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
109	BDR	4	2026-01	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
110	BDR	4	2026-02	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
111	BDR	4	2026-03	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
112	BDR	4	2026-04	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
113	BDR	4	2026-05	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
114	BDR	4	2026-06	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
115	BDR	4	2026-07	0.00	2026-03-23 05:43:38.447+00	2026-03-23 05:43:38.447+00
